HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols
HGNC:52732	LINC01913	Approved		
HGNC:52733	LINC01914	Approved		
HGNC:52734	LINC01915	Approved		
HGNC:52735	LINC01916	Approved		
HGNC:52736	LINC01917	Approved		
HGNC:52737	LINC01918	Approved		ROSALIND
HGNC:52739	LINC01919	Approved		
HGNC:52738	LINC01920	Approved		
HGNC:52741	LINC01922	Approved		
HGNC:52742	LINC01923	Approved		
HGNC:27600	LINC01924	Approved		
HGNC:52745	LINC01925	Approved		
HGNC:52748	LINC01926	Approved		
HGNC:52749	LINC01927	Approved		
HGNC:52750	LINC01928	Approved		
HGNC:52751	LINC01929	Approved		CTD-2171N6.1
HGNC:52744	LINC01930	Approved		EU358092
HGNC:52743	LINC01931	Approved		
HGNC:52755	LINC01932	Approved		
HGNC:52756	LINC01933	Approved		
HGNC:52757	LINC01934	Approved		
HGNC:52758	LINC01935	Approved		
HGNC:52759	LINC01936	Approved		
HGNC:52760	LINC01937	Approved		
HGNC:52761	LINC01938	Approved		
HGNC:52762	LINC01939	Approved		
HGNC:52763	LINC01940	Approved		
HGNC:52764	LINC01941	Approved		
HGNC:52766	LINC01942	Approved		
HGNC:52767	LINC01943	Approved		
HGNC:52768	LINC01944	Approved		
HGNC:52769	LINC01945	Approved		
HGNC:52770	LINC01946	Approved		
HGNC:52771	LINC01947	Approved		
HGNC:52772	LINC01948	Approved		
HGNC:25650	LINC01949	Approved		
HGNC:52773	LINC01950	Approved		
HGNC:52774	LINC01951	Approved		
HGNC:52776	LINC01953	Approved		
HGNC:52779	LINC01954	Approved		
HGNC:52780	LINC01955	Approved		
HGNC:52777	LINC01956	Approved		RP11-19E11.1
HGNC:52783	LINC01957	Approved		
HGNC:52784	LINC01958	Approved		
HGNC:52785	LINC01960	Approved		
HGNC:52786	LINC01961	Approved		
HGNC:52787	LINC01962	Approved		
HGNC:25283	LINC01963	Approved		DKFZp434H1419
HGNC:52789	LINC01964	Approved		
HGNC:52790	LINC01965	Approved		
HGNC:52792	LINC01966	Approved		
HGNC:52793	LINC01967	Approved		
HGNC:52794	LINC01968	Approved		
HGNC:52796	LINC01970	Approved		
HGNC:52797	LINC01971	Approved		
HGNC:52798	LINC01972	Approved		
HGNC:52800	LINC01973	Approved		
HGNC:52801	LINC01974	Symbol Withdrawn		
HGNC:52802	LINC01975	Approved		
HGNC:52803	LINC01976	Approved		
HGNC:52804	LINC01977	Approved		
HGNC:52806	LINC01978	Approved		
HGNC:52807	LINC01979	Approved		
HGNC:52808	LINC01980	Approved		
HGNC:52809	LINC01981	Approved		
HGNC:52812	LINC01982	Approved		
HGNC:52813	LINC01983	Approved		
HGNC:52814	LINC01984	Entry Withdrawn		
HGNC:52816	LINC01985	Approved		
HGNC:52817	LINC01986	Approved		
HGNC:52819	LINC01987	Approved		
HGNC:52820	LINC01988	Approved		PAAN
HGNC:52821	LINC01989	Approved		
HGNC:52822	LINC01990	Approved		
HGNC:52823	LINC01991	Approved		
HGNC:52824	LINC01992	Approved		
HGNC:52826	LINC01993	Approved		
HGNC:52827	LINC01994	Approved	LINC01995	CASCADES
HGNC:52828	LINC01995	Symbol Withdrawn		
HGNC:52830	LINC01996	Approved		
HGNC:52831	LINC01997	Approved		
HGNC:52832	LINC01998	Approved		
HGNC:52834	LINC01999	Approved		
HGNC:52835	LINC02000	Approved		
HGNC:52837	LINC02002	Approved		
HGNC:27099	LINC02003	Approved		
HGNC:52838	LINC02004	Approved		
HGNC:52839	LINC02005	Approved		
HGNC:52842	LINC02006	Approved		
HGNC:52844	LINC02008	Approved		
HGNC:52845	LINC02009	Approved		
HGNC:52846	LINC02010	Approved		
HGNC:27191	LINC02011	Approved		FLJ31836
HGNC:52847	LINC02012	Approved		
HGNC:52848	LINC02013	Approved		
HGNC:52849	LINC02014	Approved		
HGNC:52850	LINC02015	Approved		
HGNC:52851	LINC02016	Approved		
HGNC:52852	LINC02017	Approved		
HGNC:52853	LINC02018	Approved		
HGNC:52854	LINC02019	Approved		
HGNC:52855	LINC02020	Approved		
HGNC:52856	LINC02021	Approved		
HGNC:52857	LINC02022	Approved		
HGNC:52858	LINC02023	Approved		
HGNC:52859	LINC02024	Approved		
HGNC:52860	LINC02025	Approved		
HGNC:52861	LINC02026	Approved		
HGNC:52862	LINC02027	Approved		LOC728290
HGNC:27718	LINC02028	Approved		
HGNC:52863	LINC02029	Approved		
HGNC:52864	LINC02030	Approved		
HGNC:52865	LINC02031	Approved		
HGNC:52866	LINC02032	Approved		
HGNC:52867	LINC02033	Approved		
HGNC:52868	LINC02034	Approved		
HGNC:52875	LINC02035	Approved		
HGNC:52876	LINC02036	Symbol Withdrawn		
HGNC:52877	LINC02037	Approved		
HGNC:52878	LINC02038	Approved		
HGNC:52879	LINC02039	Approved		
HGNC:52880	LINC02040	Approved		
HGNC:52881	LINC02041	Approved		RP11-567G11.1
HGNC:52882	LINC02042	Approved		
HGNC:52883	LINC02043	Approved		
HGNC:52884	LINC02044	Approved		
HGNC:52885	LINC02045	Approved		
HGNC:52886	LINC02046	Approved		
HGNC:52887	LINC02047	Approved		
HGNC:52888	LINC02048	Approved		
HGNC:52889	LINC02049	Approved		
HGNC:52890	LINC02050	Approved		
HGNC:52891	LINC02051	Approved		
HGNC:27372	LINC02052	Approved		
HGNC:52893	LINC02053	Approved		
HGNC:52894	LINC02054	Approved		
HGNC:52895	LINC02055	Approved		RP1130-1
HGNC:52898	LINC02056	Symbol Withdrawn		
HGNC:52900	LINC02057	Approved		
HGNC:52901	LINC02058	Approved		
HGNC:52902	LINC02059	Approved		
HGNC:52904	LINC02060	Symbol Withdrawn		
HGNC:52906	LINC02061	Approved		
HGNC:52908	LINC02063	Approved		CTD-2008N3.1
HGNC:52909	LINC02064	Approved		
HGNC:52910	LINC02065	Approved		
HGNC:52911	LINC02066	Approved		
HGNC:52913	LINC02067	Approved		
HGNC:52914	LINC02068	Approved		
HGNC:52915	LINC02069	Approved		
HGNC:52916	LINC02070	Approved		
HGNC:52917	LINC02071	Approved		
HGNC:52918	LINC02072	Approved		
HGNC:52919	LINC02073	Approved		
HGNC:52920	LINC02074	Approved		
HGNC:52921	LINC02075	Approved		
HGNC:52924	LINC02076	Approved		FLJ35934
HGNC:52925	LINC02077	Approved		
HGNC:52926	LINC02078	Approved		HP09025
HGNC:52927	LINC02079	Approved		
HGNC:52928	LINC02080	Approved		FLJ30938, CTD-2246P4.1
HGNC:52931	LINC02082	Approved		
HGNC:52933	LINC02083	Approved		
HGNC:52934	LINC02084	Approved		
HGNC:52936	LINC02086	Approved		
HGNC:52938	LINC02087	Approved		
HGNC:52939	LINC02088	Approved		
HGNC:52940	LINC02089	Approved	C17orf112, LINC02876	
HGNC:52941	LINC02090	Approved		
HGNC:52942	LINC02091	Approved		
HGNC:52943	LINC02092	Approved		
HGNC:52944	LINC02093	Approved		
HGNC:52945	LINC02094	Approved		
HGNC:52947	LINC02096	Approved		
HGNC:52948	LINC02097	Approved		
HGNC:52950	LINC02098	Approved		RP11-702B10.1
HGNC:52953	LINC02099	Approved		Slt, AC145110.1
HGNC:52955	LINC02100	Approved		
HGNC:52956	LINC02101	Approved		
HGNC:52957	LINC02102	Approved		
HGNC:52958	LINC02103	Approved		
HGNC:52959	LINC02104	Approved		
HGNC:52960	LINC02105	Approved		
HGNC:52961	LINC02106	Approved		
HGNC:52962	LINC02107	Approved		
HGNC:52963	LINC02108	Approved		
HGNC:52964	LINC02109	Approved		
HGNC:52965	LINC02110	Symbol Withdrawn		
HGNC:52966	LINC02111	Approved		
HGNC:27756	LINC02112	Approved		
HGNC:52967	LINC02113	Approved		
HGNC:52968	LINC02114	Approved		
HGNC:52970	LINC02115	Approved		
HGNC:52971	LINC02116	Approved		
HGNC:52972	LINC02117	Approved		
HGNC:52974	LINC02118	Approved		
HGNC:52975	LINC02119	Approved		
HGNC:27971	LINC02120	Approved		
HGNC:52977	LINC02121	Approved		
HGNC:52979	LINC02122	Approved		
HGNC:52980	LINC02123	Approved		
HGNC:52981	LINC02124	Approved		
HGNC:52982	LINC02125	Approved		
HGNC:52983	LINC02126	Approved		
HGNC:52985	LINC02127	Approved		
HGNC:52986	LINC02128	Approved	LINC02187	
HGNC:52988	LINC02129	Approved		
HGNC:52989	LINC02130	Approved		
HGNC:52991	LINC02131	Approved		
HGNC:52992	LINC02132	Approved		
HGNC:52993	LINC02133	Approved		
HGNC:52994	LINC02134	Approved		
HGNC:27094	LINC02135	Approved		
HGNC:52995	LINC02136	Approved		
HGNC:52997	LINC02137	Approved		
HGNC:52998	LINC02138	Approved		
HGNC:52999	LINC02139	Approved		
HGNC:53000	LINC02140	Approved		
HGNC:53001	LINC02141	Approved		
HGNC:53002	LINC02142	Approved		
HGNC:53003	LINC02143	Approved		
HGNC:53004	LINC02144	Approved		
HGNC:53005	LINC02145	Approved		CTC, FLJ33360
HGNC:53006	LINC02146	Approved		
HGNC:53007	LINC02147	Approved		
HGNC:53008	LINC02148	Approved		
HGNC:53010	LINC02149	Approved		
HGNC:53012	LINC02150	Approved		
HGNC:53013	LINC02151	Approved		TCONS_00019174
HGNC:53014	LINC02152	Approved		ENST00000566208
HGNC:27823	LINC02153	Approved		ENST00000517573
HGNC:53015	LINC02154	Approved		GS1-600G8.5, MALR
HGNC:53016	LINC02155	Symbol Withdrawn		RP11-705O24.1
HGNC:53017	LINC02156	Approved		RP1-90J4.1
HGNC:53018	LINC02157	Approved		RP11-327J17.1
HGNC:27749	LINC02159	Approved		
HGNC:53021	LINC02160	Approved		
HGNC:53022	LINC02161	Approved		
HGNC:53023	LINC02162	Approved		
HGNC:53025	LINC02164	Approved		
HGNC:53026	LINC02165	Approved		
HGNC:53027	LINC02166	Approved		
HGNC:53028	LINC02167	Approved		FLJ26245
HGNC:53030	LINC02168	Approved		
HGNC:53031	LINC02169	Approved		
HGNC:53033	LINC02171	Approved		
HGNC:53034	LINC02172	Approved		
HGNC:53035	LINC02173	Approved		
HGNC:53037	LINC02174	Approved		
HGNC:27550	LINC02175	Approved		
HGNC:53038	LINC02176	Approved		
HGNC:53039	LINC02177	Approved		
HGNC:53040	LINC02178	Approved		
HGNC:53041	LINC02179	Approved		RP11-189E14.4
HGNC:53042	LINC02180	Approved		
HGNC:53043	LINC02181	Approved		
HGNC:53044	LINC02182	Approved		
HGNC:53045	LINC02183	Approved		
HGNC:53046	LINC02184	Approved		
HGNC:53047	LINC02185	Approved		
HGNC:53048	LINC02186	Approved		
HGNC:53049	LINC02187	Symbol Withdrawn		
HGNC:53050	LINC02188	Approved		
HGNC:53051	LINC02189	Approved		
HGNC:53052	LINC02190	Approved		
HGNC:53053	LINC02191	Approved		
HGNC:53054	LINC02192	Approved		
HGNC:53055	LINC02193	Symbol Withdrawn		
HGNC:53057	LINC02194	Approved	LINC2194	
HGNC:53058	LINC02195	Approved		
HGNC:53062	LINC02196	Approved		
HGNC:53063	LINC02197	Approved		
HGNC:53064	LINC02198	Approved		
HGNC:53065	LINC02199	Approved		
HGNC:53066	LINC02200	Approved		RP11-159K7.2
HGNC:53067	LINC02201	Approved		
HGNC:53068	LINC02202	Approved		
HGNC:53069	LINC02203	Approved		
HGNC:53070	LINC02204	Approved		
HGNC:53071	LINC02205	Approved		
HGNC:53073	LINC02207	Approved		
HGNC:52978	LINC02208	Approved		HRAT56
HGNC:27827	LINC02209	Approved	FAM183CP	
HGNC:26327	LINC02210	Approved	C17orf69, CRHR1-IT1	FLJ25168
HGNC:51483	LINC02210-CRHR1	Approved		
HGNC:53078	LINC02211	Approved		
HGNC:53079	LINC02212	Approved		
HGNC:53080	LINC02213	Approved		
HGNC:53081	LINC02214	Approved		
HGNC:53082	LINC02215	Approved		
HGNC:53083	LINC02216	Approved		
HGNC:53084	LINC02217	Approved		
HGNC:53085	LINC02218	Approved		
HGNC:53086	LINC02219	Approved		
HGNC:53087	LINC02220	Approved		
HGNC:53090	LINC02221	Approved		
HGNC:53091	LINC02222	Approved		
HGNC:53092	LINC02223	Approved		
HGNC:53093	LINC02224	Symbol Withdrawn		BRCAT107, ENST00000505706
HGNC:53094	LINC02225	Approved		
HGNC:53095	LINC02226	Approved		
HGNC:53096	LINC02227	Approved		
HGNC:53097	LINC02228	Approved		HIKER
HGNC:53098	LINC02229	Approved		
HGNC:53099	LINC02230	Approved		
HGNC:53100	LINC02231	Approved		RP11-766N7.4
HGNC:53103	LINC02232	Approved		RP11-707A18.1
HGNC:53104	LINC02233	Approved		RP11-6C14.1
HGNC:53105	LINC02234	Symbol Withdrawn		RP11-455B3.1
HGNC:53106	LINC02235	Approved		RP11-354A14.1
HGNC:53107	LINC02236	Approved		RP11-332J15.1
HGNC:53108	LINC02237	Approved		RP11-1101K5.1
HGNC:53116	LINC02238	Approved		RP4-788P17.1
HGNC:27969	LINC02239	Approved		
HGNC:53118	LINC02240	Approved		
HGNC:53126	LINC02241	Approved		
HGNC:53127	LINC02242	Approved		
HGNC:53129	LINC02243	Approved		ENST00000441841
HGNC:53929	LINC02244	Approved		RP11-20G13.3
HGNC:53134	LINC02245	Approved		lnc-SERTAD2-3, AC007386.2
HGNC:53140	LINC02247	Approved		ENST00000417135
HGNC:53147	LINC02248	Approved		
HGNC:32351	LINC02249	Approved		DKFZp434L187
HGNC:53148	LINC02250	Approved		TCONS_00023273
HGNC:53149	LINC02251	Approved		
HGNC:53150	LINC02252	Approved		
HGNC:53151	LINC02253	Approved		
HGNC:53152	LINC02254	Symbol Withdrawn		
HGNC:53153	LINC02255	Approved		
HGNC:53157	LINC02256	Approved		
HGNC:53159	LINC02257	Symbol Withdrawn		RP11-815M8.1
HGNC:53165	LINC02258	Approved		RP11-248E9.5
HGNC:53172	LINC02259	Approved		
HGNC:27956	LINC02260	Approved		
HGNC:53173	LINC02261	Approved		
HGNC:53174	LINC02262	Approved		
HGNC:53175	LINC02263	Approved		
HGNC:53176	LINC02264	Approved		
HGNC:53179	LINC02265	Approved		
HGNC:53180	LINC02266	Approved		RP11-142A22.4
HGNC:53181	LINC02267	Approved		
HGNC:53183	LINC02268	Approved		
HGNC:53184	LINC02269	Approved		
HGNC:53185	LINC02270	Approved		
HGNC:53186	LINC02271	Approved		
HGNC:53187	LINC02272	Approved		
HGNC:53188	LINC02273	Approved		
HGNC:53190	LINC02274	Approved		
HGNC:53191	LINC02275	Approved		
HGNC:53192	LINC02276	Approved		
HGNC:53193	LINC02277	Approved		
HGNC:53194	LINC02278	Approved		
HGNC:53195	LINC02279	Approved		
HGNC:53196	LINC02280	Approved		
HGNC:53197	LINC02281	Approved		
HGNC:53199	LINC02282	Approved		
HGNC:53200	LINC02283	Approved		
HGNC:53201	LINC02284	Approved		
HGNC:53202	LINC02285	Approved		
HGNC:53203	LINC02286	Approved		
HGNC:53204	LINC02287	Approved		
HGNC:27505	LINC02288	Approved		
HGNC:53205	LINC02289	Approved		
HGNC:53206	LINC02290	Approved		
HGNC:53207	LINC02291	Approved		
HGNC:53208	LINC02292	Approved		
HGNC:53209	LINC02293	Approved		
HGNC:53210	LINC02294	Approved		
HGNC:53211	LINC02295	Approved		
HGNC:53212	LINC02296	Approved		
HGNC:53214	LINC02297	Approved		
HGNC:53216	LINC02298	Approved		
HGNC:53218	LINC02299	Approved		
HGNC:53219	LINC02300	Approved		
HGNC:53220	LINC02301	Approved		
HGNC:53221	LINC02302	Symbol Withdrawn		
HGNC:53222	LINC02303	Approved		TRMP
HGNC:53223	LINC02304	Approved		
HGNC:53224	LINC02305	Approved		
HGNC:53225	LINC02306	Approved		
HGNC:53226	LINC02307	Approved		
HGNC:53227	LINC02308	Approved		
HGNC:53228	LINC02309	Approved		
HGNC:53229	LINC02310	Approved		
HGNC:53230	LINC02311	Approved		
HGNC:53231	LINC02312	Approved		
HGNC:53232	LINC02313	Approved		
HGNC:53233	LINC02314	Approved		
HGNC:53234	LINC02315	Approved		
HGNC:53235	LINC02316	Approved		
HGNC:53236	LINC02317	Approved		
HGNC:53237	LINC02318	Approved		
HGNC:53238	LINC02319	Approved		
HGNC:53239	LINC02320	Approved		
HGNC:53240	LINC02321	Approved		
HGNC:53241	LINC02322	Approved		
HGNC:53242	LINC02323	Approved		
HGNC:53244	LINC02324	Approved		
HGNC:53245	LINC02325	Approved		
HGNC:53246	LINC02326	Approved		
HGNC:53247	LINC02327	Approved		
HGNC:53248	LINC02328	Approved		
HGNC:53249	LINC02329	Approved		
HGNC:53250	LINC02330	Approved		
HGNC:53251	LINC02331	Approved		
HGNC:53252	LINC02332	Approved		
HGNC:53253	LINC02333	Approved		
HGNC:53254	LINC02334	Approved		
HGNC:53255	LINC02335	Approved		
HGNC:53256	LINC02336	Approved		
HGNC:53257	LINC02337	Approved		
HGNC:53258	LINC02338	Approved		
HGNC:53259	LINC02339	Approved		
HGNC:53260	LINC02340	Symbol Withdrawn		
HGNC:53261	LINC02341	Approved		
HGNC:53262	LINC02342	Approved		
HGNC:53263	LINC02343	Approved		
HGNC:53264	LINC02344	Approved		
HGNC:53267	LINC02345	Approved		
HGNC:53268	LINC02346	Approved		
HGNC:53269	LINC02347	Approved		
HGNC:53270	LINC02348	Approved		
HGNC:53271	LINC02349	Approved		
HGNC:53272	LINC02350	Approved		
HGNC:53273	LINC02351	Approved		
HGNC:53274	LINC02352	Approved		
HGNC:53275	LINC02353	Approved		
HGNC:53276	LINC02354	Approved		
HGNC:53277	LINC02355	Approved		
HGNC:53278	LINC02356	Approved		
HGNC:53279	LINC02357	Approved		
HGNC:53281	LINC02358	Approved		
HGNC:53280	LINC02359	Approved	LINC02467	
HGNC:53282	LINC02360	Approved		
HGNC:53283	LINC02361	Approved		
HGNC:53284	LINC02362	Approved		PLUM
HGNC:53286	LINC02363	Approved		
HGNC:53288	LINC02364	Approved		
HGNC:53285	LINC02365	Approved		LVCAT8
HGNC:53289	LINC02366	Approved		
HGNC:53290	LINC02367	Approved		
HGNC:53291	LINC02368	Approved		
HGNC:53292	LINC02369	Approved		
HGNC:27885	LINC02370	Approved		
HGNC:53293	LINC02371	Approved		
HGNC:53294	LINC02372	Approved		
HGNC:53295	LINC02373	Approved		
HGNC:53296	LINC02374	Approved		
HGNC:53297	LINC02375	Approved		
HGNC:53298	LINC02376	Approved		
HGNC:53300	LINC02377	Approved		
HGNC:53301	LINC02378	Approved		
HGNC:53302	LINC02379	Approved		
HGNC:53303	LINC02380	Approved		
HGNC:53304	LINC02381	Approved		LOC400043, HMS, lncEPAT
HGNC:53305	LINC02382	Approved		
HGNC:53306	LINC02383	Approved		
HGNC:53308	LINC02384	Approved		
HGNC:53309	LINC02385	Approved		
HGNC:53312	LINC02386	Approved		
HGNC:53313	LINC02387	Approved		
HGNC:53315	LINC02388	Approved		
HGNC:53316	LINC02389	Approved		FLJ41278
HGNC:53317	LINC02390	Approved		
HGNC:53318	LINC02391	Approved		
HGNC:53319	LINC02392	Approved		lncRNA-ECVSR
HGNC:53320	LINC02393	Approved		FLJ37505
HGNC:53321	LINC02394	Approved		
HGNC:53322	LINC02395	Approved		
HGNC:27463	LINC02396	Approved		
HGNC:53323	LINC02397	Approved		
HGNC:53325	LINC02398	Approved		
HGNC:53326	LINC02399	Approved		
HGNC:53327	LINC02400	Approved		
HGNC:53328	LINC02401	Approved		
HGNC:53329	LINC02402	Approved		ENST00000550337.1
HGNC:53330	LINC02403	Approved		
HGNC:53331	LINC02404	Approved		
HGNC:53333	LINC02405	Approved		
HGNC:53334	LINC02406	Approved		
HGNC:53337	LINC02408	Approved		
HGNC:53338	LINC02409	Approved		
HGNC:53339	LINC02410	Approved		
HGNC:53340	LINC02411	Approved		
HGNC:53341	LINC02412	Approved		
HGNC:53342	LINC02413	Approved		
HGNC:53343	LINC02414	Approved		
HGNC:53344	LINC02415	Approved		
HGNC:53345	LINC02416	Approved		
HGNC:53347	LINC02417	Approved		
HGNC:53348	LINC02418	Approved		
HGNC:53349	LINC02419	Approved		
HGNC:53350	LINC02420	Approved		
HGNC:53351	LINC02421	Approved		
HGNC:53352	LINC02422	Approved		
HGNC:53353	LINC02423	Approved		
HGNC:53354	LINC02424	Approved		
HGNC:53356	LINC02425	Approved		
HGNC:53357	LINC02426	Approved		
HGNC:53358	LINC02427	Approved		
HGNC:53359	LINC02428	Approved		
HGNC:53360	LINC02429	Approved		
HGNC:53361	LINC02430	Approved		
HGNC:53362	LINC02431	Approved		
HGNC:53363	LINC02432	Approved		
HGNC:27959	LINC02433	Approved		
HGNC:53365	LINC02434	Approved		
HGNC:53366	LINC02435	Approved		
HGNC:53368	LINC02436	Approved		
HGNC:53369	LINC02437	Approved		
HGNC:53370	LINC02438	Approved		
HGNC:53371	LINC02439	Approved		
HGNC:53372	LINC02440	Approved		
HGNC:53373	LINC02441	Approved		CRAT8
HGNC:53374	LINC02442	Approved		
HGNC:53375	LINC02443	Approved		
HGNC:53376	LINC02444	Approved		
HGNC:53377	LINC02445	Approved		
HGNC:53378	LINC02446	Approved		
HGNC:53379	LINC02447	Approved		
HGNC:53380	LINC02448	Approved		
HGNC:53381	LINC02449	Approved		
HGNC:53382	LINC02450	Approved	LINC02451	
HGNC:53383	LINC02451	Symbol Withdrawn		
HGNC:53384	LINC02452	Approved		
HGNC:53392	LINC02453	Approved		
HGNC:53387	LINC02454	Approved		
HGNC:53388	LINC02455	Approved		
HGNC:53389	LINC02456	Approved		
HGNC:53393	LINC02457	Approved		
HGNC:53394	LINC02458	Approved		
HGNC:53395	LINC02459	Approved		
HGNC:53396	LINC02460	Approved		
HGNC:53398	LINC02461	Approved		
HGNC:53399	LINC02462	Approved		
HGNC:53400	LINC02463	Approved		
HGNC:53401	LINC02464	Approved		
HGNC:53403	LINC02465	Approved		
HGNC:53405	LINC02466	Approved		
HGNC:53404	LINC02467	Symbol Withdrawn		
HGNC:53406	LINC02468	Approved		
HGNC:53408	LINC02469	Approved		
HGNC:53409	LINC02470	Approved		AC091814.2
HGNC:53410	LINC02471	Approved		AC079630.2
HGNC:53411	LINC02472	Approved		
HGNC:53412	LINC02473	Approved		
HGNC:53417	LINC02474	Approved		RP11-400N13.2, lncSLCC1
HGNC:53418	LINC02475	Approved		LVCAT1
HGNC:53419	LINC02476	Approved		LVCAT5, lnc-TSPAN12
HGNC:53425	LINC02477	Approved		
HGNC:53446	LINC02478	Approved		
HGNC:53453	LINC02479	Approved		
HGNC:53454	LINC02480	Approved		
HGNC:27958	LINC02481	Approved	LINC002481	
HGNC:53458	LINC02482	Approved		
HGNC:53457	LINC02483	Approved		
HGNC:53459	LINC02484	Approved		
HGNC:53460	LINC02485	Approved		
HGNC:53466	LINC02487	Approved		
HGNC:53470	LINC02489	Approved		CTD-2589M5.4
HGNC:53471	LINC02490	Approved		RP11-209E8
HGNC:53475	LINC02491	Approved		
HGNC:53476	LINC02492	Approved		
HGNC:53477	LINC02493	Approved		
HGNC:53479	LINC02494	Approved		
HGNC:53480	LINC02496	Approved		
HGNC:53482	LINC02497	Approved		
HGNC:53483	LINC02498	Approved		
HGNC:53484	LINC02499	Approved		
HGNC:53488	LINC02500	Approved		
HGNC:53489	LINC02501	Approved		
HGNC:53491	LINC02502	Approved		
HGNC:53492	LINC02503	Approved		
HGNC:53493	LINC02504	Approved		
HGNC:53494	LINC02505	Approved		
HGNC:53495	LINC02506	Approved		
HGNC:53496	LINC02507	Approved		
HGNC:53497	LINC02508	Approved		
HGNC:53498	LINC02509	Approved		
HGNC:53499	LINC02510	Approved		
HGNC:53500	LINC02511	Approved		
HGNC:53501	LINC02512	Approved		
HGNC:53502	LINC02513	Approved		
HGNC:53503	LINC02514	Approved		
HGNC:53504	LINC02515	Approved		
HGNC:53505	LINC02516	Approved		
HGNC:53506	LINC02517	Approved		
HGNC:53509	LINC02518	Approved		
HGNC:53510	LINC02519	Approved		
HGNC:53511	LINC02520	Approved		
HGNC:53560	LINC02521	Approved		
HGNC:53541	LINC02522	Approved		
HGNC:53542	LINC02523	Approved		
HGNC:53544	LINC02524	Approved		
HGNC:53545	LINC02525	Approved		TP53LC14, lncNB1, RP1-40E16.9
HGNC:53550	LINC02526	Approved		
HGNC:53553	LINC02527	Approved		
HGNC:53555	LINC02529	Approved		
HGNC:53556	LINC02530	Approved		
HGNC:53557	LINC02531	Approved		
HGNC:53549	LINC02532	Approved		
HGNC:53566	LINC02533	Approved		
HGNC:53567	LINC02534	Approved		
HGNC:53569	LINC02535	Approved		
HGNC:53570	LINC02536	Approved		
HGNC:27784	LINC02537	Approved		
HGNC:53571	LINC02538	Approved		
HGNC:53572	LINC02539	Approved		RP11-356I2.2
HGNC:53573	LINC02540	Approved		
HGNC:53574	LINC02541	Approved		RP11-367G18.1
HGNC:53576	LINC02542	Approved		
HGNC:53577	LINC02543	Approved		
HGNC:53578	LINC02544	Symbol Withdrawn		
HGNC:53580	LINC02545	Approved		
HGNC:53581	LINC02546	Approved		
HGNC:53582	LINC02547	Approved		
HGNC:53583	LINC02548	Approved		
HGNC:53584	LINC02549	Approved		
HGNC:53585	LINC02550	Approved		
HGNC:53586	LINC02551	Approved		RP11-890B15.2
HGNC:53587	LINC02552	Approved		
HGNC:53588	LINC02553	Approved		
HGNC:53594	LINC02554	Approved		
HGNC:53593	LINC02555	Approved		AC079630.2
HGNC:53595	LINC02556	Approved		
HGNC:53596	LINC02557	Approved		
HGNC:53597	LINC02558	Approved		
HGNC:53598	LINC02559	Approved		
HGNC:53600	LINC02560	Approved		CTD-2619J13.13
HGNC:53601	LINC02561	Approved		RP11-445P17.8
HGNC:53602	LINC02562	Approved		RP11-44F21.5
HGNC:52923	LINC02563	Approved		CRAT40
HGNC:53604	LINC02564	Approved		
HGNC:53605	LINC02565	Approved		
HGNC:53606	LINC02566	Approved		LNC-Sox5
HGNC:53609	LINC02567	Approved		ENST00000427806
HGNC:51430	LINC02568	Approved		
HGNC:39760	LINC02569	Approved		TCONS_00011283
HGNC:39766	LINC02570	Approved		XXbac-BPG27H4.8
HGNC:53630	LINC02571	Approved		
HGNC:53634	LINC02572	Approved		AC079776.2
HGNC:53730	LINC02573	Approved		
HGNC:53746	LINC02574	Approved		RP11-288L9.1, HEAL
HGNC:53747	LINC02575	Approved		AP001065.15
HGNC:53748	LINC02576	Approved		
HGNC:53749	LINC02577	Approved		AC002384.1, SLINKY, CLAN
HGNC:53750	LINC02578	Approved		RP11-127L21.1
HGNC:27942	LINC02579	Approved		AC007365.1
HGNC:53751	LINC02580	Approved		AC093609.1
HGNC:53792	LINC02582	Approved		CTD-2354A18.1
HGNC:53812	LINC02583	Approved		
HGNC:33275	LINC02584	Approved	C11orf78, NCRNA00224, ANO1-AS2	
HGNC:50302	LINC02585	Approved	CELSR3-AS1	
HGNC:50672	LINC02587	Approved	MEOX2-AS1	
HGNC:53859	LINC02589	Approved		
HGNC:53861	LINC02590	Symbol Withdrawn		AC016735.2
HGNC:53901	LINC02591	Approved		
HGNC:53933	LINC02593	Approved		AL645608.1
HGNC:53935	LINC02594	Approved		
HGNC:53946	LINC02595	Symbol Withdrawn		
HGNC:53948	LINC02596	Approved		LOC105376834
HGNC:53950	LINC02597	Approved		LOC101929866
HGNC:53954	LINC02598	Approved		RP11, 277P12.9
HGNC:53931	LINC02599	Approved		AC026904.1
HGNC:53177	LINC02600	Approved		AC141928.1
HGNC:53966	LINC02601	Approved		
HGNC:53968	LINC02602	Approved		TCONS_00001798
HGNC:37186	LINC02603	Approved	MIRLET7DHG	
HGNC:53972	LINC02604	Approved		lncHERG
HGNC:53974	LINC02605	Approved		RP11-79H23.3, IL-7-AS, AC083837.1
HGNC:54047	LINC02606	Approved		
HGNC:54049	LINC02607	Approved		
HGNC:54052	LINC02608	Approved		
HGNC:27140	LINC02609	Approved		
HGNC:27177	LINC02610	Approved		
HGNC:54060	LINC02611	Approved		
HGNC:54067	LINC02612	Approved		
