HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols
HGNC:217	ADAMTS1	Approved		C3-C5, METH1, KIAA1346
HGNC:218	ADAMTS2	Approved		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI
HGNC:219	ADAMTS3	Approved		KIAA0366, ADAMTS-4
HGNC:220	ADAMTS4	Approved		KIAA0688, ADAMTS-2, ADMP-1
HGNC:221	ADAMTS5	Approved		ADMP-2, ADAMTS11
HGNC:222	ADAMTS6	Approved		ADAM-TS6
HGNC:223	ADAMTS7	Approved		ADAM-TS7, DKFZp434H204
HGNC:49407	ADAMTS7P1	Approved	ADAMTS7P2	
HGNC:49408	ADAMTS7P2	Symbol Withdrawn		
HGNC:49409	ADAMTS7P3	Approved		
HGNC:49410	ADAMTS7P4	Approved		
HGNC:56992	ADAMTS7P5	Approved		
HGNC:224	ADAMTS8	Approved		METH2, FLJ41712, ADAM-TS8
HGNC:13202	ADAMTS9	Approved		KIAA1312
HGNC:40625	ADAMTS9-AS1	Approved		
HGNC:42435	ADAMTS9-AS2	Approved		
HGNC:13201	ADAMTS10	Approved		ADAM-TS10
HGNC:58599	ADAMTS10-AS1	Approved		
HGNC:14605	ADAMTS12	Approved		
HGNC:1366	ADAMTS13	Approved	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322
HGNC:14899	ADAMTS14	Approved		
HGNC:16305	ADAMTS15	Approved		
HGNC:17108	ADAMTS16	Approved		ADAMTS16s
HGNC:58093	ADAMTS16-AS1	Approved		AC022424.2
HGNC:55548	ADAMTS16-DT	Approved		
HGNC:17109	ADAMTS17	Approved		FLJ32769, FLJ16363
HGNC:58617	ADAMTS17-AS1	Approved		
HGNC:17110	ADAMTS18	Approved	ADAMTS21	
HGNC:17111	ADAMTS19	Approved		
HGNC:40797	ADAMTS19-AS1	Approved		RP11-346A9.1
HGNC:17178	ADAMTS20	Approved		GON-1
HGNC:16662	ADAMTS21	Symbol Withdrawn		
HGNC:14632	ADAMTSL1	Approved	C9orf94	ADAMTSR1, FLJ35283
HGNC:14631	ADAMTSL2	Approved		KIAA0605
HGNC:14633	ADAMTSL3	Approved		KIAA1233, punctin-2
HGNC:19706	ADAMTSL4	Approved	TSRC1	DKFZP434K1772
HGNC:32041	ADAMTSL4-AS1	Approved	C1orf138	FLJ45786
HGNC:40895	ADAMTSL4-AS2	Approved		
HGNC:27912	ADAMTSL5	Approved	THSD6	
HGNC:16486	ADAP1	Approved	CENTA1	GCS1L
HGNC:16487	ADAP2	Approved	CENTA2	
HGNC:225	ADAR	Approved	IFI4, G1P1	ADAR1, DRADA
HGNC:226	ADARB1	Approved		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d
HGNC:227	ADARB2	Approved		RED2, hRED2, ADAR3
HGNC:23299	ADARB2-AS1	Approved	C10orf109, NCRNA00168	bA466B20.1
HGNC:228	ADAT1	Approved		
HGNC:21172	ADAT2	Approved	DEADC1	dJ20N2.1, TAD2
HGNC:25151	ADAT3	Approved		TAD3
HGNC:19038	ADCK1	Approved		FLJ39600
HGNC:19039	ADCK2	Approved		MGC20727
HGNC:21738	ADCK5	Approved		FLJ35454
HGNC:229	ADCP1	Approved		
HGNC:230	ADCP2	Symbol Withdrawn		
HGNC:231	ADCR	Symbol Withdrawn		
HGNC:232	ADCY1	Approved	DFNB44	AC1
HGNC:233	ADCY2	Approved		HBAC2, KIAA1060, AC2
HGNC:40064	ADCY2-AS1	Approved		
HGNC:234	ADCY3	Approved		AC3
HGNC:235	ADCY4	Approved		AC4
HGNC:236	ADCY5	Approved		AC5
HGNC:237	ADCY6	Approved		AC6
HGNC:53332	ADCY6-DT	Approved		
HGNC:238	ADCY7	Approved		KIAA0037, AC7
HGNC:239	ADCY8	Approved	ADCY3	HBAC1, AC8
HGNC:240	ADCY9	Approved		AC9
HGNC:21285	ADCY10	Approved		SAC, Sacy, SACI, HCA2, RP1-313L4.2
HGNC:44143	ADCY10P1	Approved		
HGNC:241	ADCYAP1	Approved		PACAP
HGNC:242	ADCYAP1R1	Approved		PAC1, PACAPR, PAC1R
HGNC:243	ADD1	Approved		
HGNC:58714	ADD1-DT	Approved		
HGNC:244	ADD2	Approved		ADDB
HGNC:40065	ADD2-AS1	Approved		
HGNC:245	ADD3	Approved	ADDL	
HGNC:48682	ADD3-AS1	Approved		
HGNC:246	ADDL	Symbol Withdrawn		
HGNC:247	ADFN	Entry Withdrawn		
HGNC:21212	ADGB	Approved	C6orf103	FLJ23121, dJ408K24.1, CAPN16
HGNC:55654	ADGB-DT	Approved		
HGNC:13838	ADGRA1	Approved	GPR123	KIAA1828
HGNC:49543	ADGRA1-AS1	Approved	GPR123-AS1	
HGNC:17849	ADGRA2	Approved	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390
HGNC:13839	ADGRA3	Approved	GPR125	FLJ38547, PGR21
HGNC:55918	ADGRA3P1	Approved		
HGNC:943	ADGRB1	Approved	BAI1	
HGNC:944	ADGRB2	Approved	BAI2	
HGNC:945	ADGRB3	Approved	BAI3	KIAA0550
HGNC:55774	ADGRB3-DT	Approved		AL391807.1, RP3-525N10.2
HGNC:19893	ADGRD1	Approved	GPR133	DKFZp434B1272, PGR25
HGNC:53314	ADGRD1-AS1	Approved		LACAT8
HGNC:58275	ADGRD1-AS2	Approved		
HGNC:18651	ADGRD2	Approved	GPR144	PGR24
HGNC:3336	ADGRE1	Approved	TM7LN3, EMR1	
HGNC:3337	ADGRE2	Approved	EMR2	CD312
HGNC:23647	ADGRE3	Approved	EMR3	
HGNC:19240	ADGRE4P	Approved	GPR127, EMR4, EMR4P	PGR16
HGNC:1711	ADGRE5	Approved	CD97	TM7LN1
HGNC:18990	ADGRF1	Approved	GPR110	hGPCR36, PGR19
HGNC:18991	ADGRF2P	Approved	GPR111, ADGRF2	hGPCR35, PGR20
HGNC:18989	ADGRF3	Approved	GPR113	hGPCR37, PGR23
HGNC:19011	ADGRF4	Approved	GPR115	FLJ38076, PGR18
HGNC:19030	ADGRF5	Approved	GPR116	DKFZp564O1923, KIAA0758
HGNC:40864	ADGRF5-AS1	Approved		
HGNC:32922	ADGRF5P1	Approved	GPR116P1	
HGNC:32921	ADGRF5P2	Approved	GPR116P2	
HGNC:4512	ADGRG1	Approved	GPR56	TM7LN4, TM7XN1
HGNC:4516	ADGRG2	Approved	GPR64	HE6, TM7LN2, EDDM6
HGNC:13728	ADGRG3	Approved	GPR97	Pb99, PGR26
HGNC:18992	ADGRG4	Approved	GPR112	RP1-299I16, PGR17
HGNC:19010	ADGRG5	Approved	GPR114	PGR27
HGNC:13841	ADGRG6	Approved	GPR126	FLJ14937
HGNC:19241	ADGRG7	Approved	GPR128	FLJ14454
HGNC:20973	ADGRL1	Approved	LPHN1	KIAA0821, CIRL1, LEC2
HGNC:55309	ADGRL1-AS1	Approved		
HGNC:18582	ADGRL2	Approved	LPHH1, LPHN2	KIAA0786, LEC1, CIRL2
HGNC:20974	ADGRL3	Approved	LPHN3	KIAA0768, LEC3
HGNC:50604	ADGRL3-AS1	Approved	LPHN3-AS1	
HGNC:20822	ADGRL4	Approved	ELTD1	ETL
HGNC:17416	ADGRV1	Approved	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1
HGNC:249	ADH1A	Approved	ADH1	
HGNC:250	ADH1B	Approved	ADH2	
HGNC:251	ADH1C	Approved	ADH3	
HGNC:252	ADH4	Approved		ADH-2
HGNC:253	ADH5	Approved	FDH	ADH-3, ADHX, GSNOR
HGNC:254	ADH5P1	Entry Withdrawn		ADH-3P1
HGNC:22976	ADH5P2	Approved		
HGNC:22991	ADH5P3	Approved		
HGNC:21377	ADH5P4	Approved	ADH5B	bA707M13.2
HGNC:54523	ADH5P5	Approved		
HGNC:255	ADH6	Approved		ADH-5
HGNC:256	ADH7	Approved		ADH-4
HGNC:16354	ADHFE1	Approved		FLJ32430
HGNC:30576	ADI1	Approved		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD
HGNC:52339	ADI1P1	Approved		
HGNC:52340	ADI1P2	Approved		
HGNC:52341	ADI1P3	Approved		
HGNC:28606	ADIG	Approved		MGC39724, SMAF1, RP5-1100H13.2
HGNC:56273	ADIPINT	Approved		
HGNC:13633	ADIPOQ	Approved	ACDC	ACRP30, apM1, GBP28, adiponectin
HGNC:40648	ADIPOQ-AS1	Approved		
HGNC:24040	ADIPOR1	Approved		PAQR1, ACDCR1
HGNC:44910	ADIPOR1P1	Approved		
HGNC:44911	ADIPOR1P2	Approved		
HGNC:24041	ADIPOR2	Approved		PAQR2, ACDCR2
HGNC:16477	ADIR	Symbol Withdrawn		FLJ22345, ADIR2
HGNC:24043	ADIRF	Approved	C10orf116	APM2, AFRO
HGNC:45127	ADIRF-AS1	Approved		
HGNC:15873	ADISSP	Approved	C20orf27	FLJ20550
HGNC:58498	ADISSPP1	Approved		
HGNC:58499	ADISSPP2	Approved		
HGNC:257	ADK	Approved		AK
HGNC:58381	ADK-AS1	Approved		
HGNC:258	ADL	Symbol Withdrawn		
HGNC:259	ADM	Approved		AM
HGNC:55516	ADM-DT	Approved		
HGNC:28898	ADM2	Approved		AM2, FLJ21135
HGNC:27293	ADM5	Approved	C19orf76	AM5
HGNC:260	ADMLX	Symbol Withdrawn		
HGNC:261	ADMLY	Symbol Withdrawn		
HGNC:15766	ADNP	Approved		KIAA0784, ADNP1
HGNC:51227	ADNP-AS1	Approved		
HGNC:23803	ADNP2	Approved	ZNF508	KIAA0863
HGNC:23506	ADO	Approved	C10orf22	FLJ14547
HGNC:262	ADORA1	Approved		RDC7
HGNC:40067	ADORA1-AS1	Approved		
HGNC:40066	ADORA1-AS2	Approved		
HGNC:263	ADORA2A	Approved	ADORA2	RDC8
HGNC:37122	ADORA2A-AS1	Approved	C22orf45	FLJ34651, hLinfRNA1
HGNC:264	ADORA2B	Approved		
HGNC:265	ADORA2BP1	Approved	ADORA2BP	
HGNC:266	ADORA2L1	Entry Withdrawn	ADORA2L	
HGNC:267	ADORA2L2	Entry Withdrawn		
HGNC:268	ADORA3	Approved		AD026, A3AR
HGNC:25250	ADPGK	Approved		DKFZp434B195, ADP-GK
HGNC:44144	ADPGK-AS1	Approved		
HGNC:269	ADPRH	Approved		ARH1
HGNC:58775	ADPRH-AS1	Approved		AC073352.1
HGNC:21303	ADPRHL1	Approved		ARH2
HGNC:30925	ADPRM	Approved	C17orf48	MDS006
HGNC:21304	ADPRS	Approved	ADPRHL2	ARH3, FLJ20446
HGNC:277	ADRA1A	Approved	ADRA1C	ADRA1L1
HGNC:278	ADRA1B	Approved		
HGNC:279	ADRA1C	Symbol Withdrawn		
HGNC:280	ADRA1D	Approved		ADRA1R, ADRA1A, ADRA1
HGNC:281	ADRA2A	Approved	ADRA2, ADRA2R	ADRAR
HGNC:282	ADRA2B	Approved	ADRA2L1, ADRA2RL1	ADRARL1
HGNC:283	ADRA2C	Approved	ADRA2L2, ADRA2RL2	ADRARL2
HGNC:284	ADRA2L1	Symbol Withdrawn		
HGNC:285	ADRB1	Approved	ADRB1R	
HGNC:286	ADRB2	Approved	ADRB2R	ADRBR, BAR, B2AR, ARB2
HGNC:287	ADRB2RL1	Symbol Withdrawn		
HGNC:288	ADRB3	Approved		
HGNC:15759	ADRM1	Approved		GP110, Rpn13, ARM1, PSMD16
HGNC:291	ADSL	Approved		
HGNC:20093	ADSS1	Approved	ADSSL1	FLJ38602
HGNC:292	ADSS2	Approved	ADSS	
HGNC:293	ADT	Entry Withdrawn		
HGNC:294	ADTAA	Symbol Withdrawn		
HGNC:295	ADTAB	Symbol Withdrawn		
HGNC:296	ADTB1	Symbol Withdrawn		
HGNC:299	ADTB2	Symbol Withdrawn		
HGNC:300	ADTG	Symbol Withdrawn		
HGNC:21214	ADTRP	Approved	C6orf105	dJ413H6.1, AIG1L
HGNC:301	AE1	Symbol Withdrawn		
HGNC:302	AE2	Symbol Withdrawn		
HGNC:303	AEBP1	Approved		ACLP
HGNC:24051	AEBP2	Approved		MGC17922
HGNC:305	AEMK	Symbol Withdrawn		
HGNC:25722	AEN	Approved	ISG20L1	FLJ12484, FLJ12562
HGNC:306	AEPLC	Symbol Withdrawn		
HGNC:308	AEZ	Symbol Withdrawn		
HGNC:309	AF8T	Entry Withdrawn		
HGNC:310	AFA	Entry Withdrawn		
HGNC:24017	AFAP1	Approved		AFAP-110, AFAP
HGNC:28141	AFAP1-AS1	Approved	AFAP1AS, AFAP1-AS	MGC10981
HGNC:58726	AFAP1-AS2	Approved		
HGNC:26714	AFAP1L1	Approved		FLJ36748
HGNC:25901	AFAP1L2	Approved	KIAA1914	FLJ14564, Em:AC005383.4, XB130
HGNC:311	AFCP	Symbol Withdrawn		
HGNC:312	AFD1	Entry Withdrawn		
HGNC:7137	AFDN	Approved	MLLT4	AF-6, AF6
HGNC:21236	AFDN-DT	Approved	AFDN-AS1, C6orf124, LINC01558, MLLT4-AS1	HGC6.4, dJ431P23.3, XBP1SBM
HGNC:7135	AFF1	Approved	PBM1, MLLT2	AF-4, AF4, FEL
HGNC:53447	AFF1-AS1	Approved		
HGNC:3776	AFF2	Approved	FMR2	FRAXE
HGNC:41334	AFF2-IT1	Approved		
HGNC:6473	AFF3	Approved	LAF4	MLLT2-like
HGNC:17869	AFF4	Approved		AF5Q31, MCEF
HGNC:55235	AFF4-DT	Approved		
HGNC:56526	AFF4P1	Approved		
HGNC:16411	AFG1L	Approved	LACE1	AFG1
HGNC:18119	AFG2A	Approved	SPATA5	SPAF, AFG2
HGNC:28762	AFG2B	Approved	SPATA5L1	MGC5347, FLJ12286
HGNC:313	AFG3	Symbol Withdrawn		
HGNC:314	AFG3L1P	Approved	AFG3, AFG3L1	
HGNC:315	AFG3L2	Approved	SCA28	SPAX5
HGNC:24169	AFG3L2P1	Approved	AFG3L2P	
HGNC:316	AFM	Approved		ALB2, ALBA
HGNC:20910	AFMID	Approved		DKFZp686F03259, KF
HGNC:317	AFP	Approved	HPAFP	FETA
HGNC:25951	AFTPH	Approved		MGC33965, FLJ20080, FLJ23793, Nbla10388
HGNC:52788	AFTPH-DT	Approved		
HGNC:318	AGA	Approved		ASRG
HGNC:27730	AGA-DT	Approved		
HGNC:16922	AGAP1	Approved	CENTG2	KIAA1099, GGAP1
HGNC:41427	AGAP1-IT1	Approved		
HGNC:16921	AGAP2	Approved	CENTG1	
HGNC:48633	AGAP2-AS1	Approved		LOC100130776, PUNISHER
HGNC:16923	AGAP3	Approved	CENTG3	
HGNC:23459	AGAP4	Approved	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2
HGNC:23467	AGAP5	Approved	CTGLF2	Em:AC073389.1
HGNC:23466	AGAP6	Approved	CTGLF3	bA324H6.1
HGNC:23465	AGAP7P	Approved	CTGLF4, AGAP7	bA109G10.1
HGNC:23464	AGAP8	Symbol Withdrawn	CTGLF5	
HGNC:23463	AGAP9	Approved	CTGLF6	bA301J7.2, FLJ00312
HGNC:23462	AGAP10	Symbol Withdrawn	CTGLF7	bA144G6.2
HGNC:23659	AGAP10P	Approved	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2
HGNC:29421	AGAP11	Approved		KIAA1975
HGNC:23661	AGAP12P	Approved	CTGLF12P	bA164N7.2
HGNC:23499	AGAP13P	Approved	CTGLF9P	bA548K23.1
HGNC:23660	AGAP14P	Approved	CTGLF11P, AGAP14	bA145E20.1
HGNC:26504	AGBL1	Approved		FLJ32310, CCP4
HGNC:48617	AGBL1-AS1	Approved		
HGNC:26296	AGBL2	Approved		FLJ23598, CCP2
HGNC:27981	AGBL3	Approved		MGC32955, CCP3
HGNC:25892	AGBL4	Approved		FLJ14442, CCP6
HGNC:41123	AGBL4-AS1	Approved		
HGNC:41482	AGBL4-IT1	Approved		
HGNC:26147	AGBL5	Approved		FLJ21839, CCP5
HGNC:41133	AGBL5-AS1	Approved		
HGNC:41484	AGBL5-IT1	Approved		
HGNC:320	AGER	Approved		RAGE, SCARJ1, sRAGE
HGNC:5175	AGFG1	Approved	HRB	RIP, RAB
HGNC:5177	AGFG2	Approved	HRBL	RABR
HGNC:24684	AGGF1	Approved		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7
HGNC:38051	AGGF1P1	Approved		
HGNC:38052	AGGF1P2	Approved		
HGNC:38053	AGGF1P3	Approved		
HGNC:38054	AGGF1P4	Approved		
HGNC:51741	AGGF1P5	Approved		
HGNC:51744	AGGF1P6	Approved		
HGNC:51740	AGGF1P7	Approved		
HGNC:51745	AGGF1P8	Approved		
HGNC:51746	AGGF1P9	Approved		
HGNC:51747	AGGF1P10	Approved		
HGNC:21869	AGK	Approved	MULK	FLJ10842
HGNC:55356	AGK-DT	Approved		
HGNC:37661	AGKP1	Approved		AGKY1
HGNC:55132	AGKP2	Approved		
HGNC:321	AGL	Approved		GDE
HGNC:18407	AGMAT	Approved		FLJ23384
HGNC:33784	AGMO	Approved	TMEM195	FLJ16237
HGNC:322	AGMX1	Symbol Withdrawn		
HGNC:323	AGMX2	Entry Withdrawn		
HGNC:3262	AGO1	Approved	EIF2C1	hAGO1
HGNC:3263	AGO2	Approved	EIF2C2, CASC7	hAGO2, Q10, LINC00980
HGNC:18421	AGO3	Approved	EIF2C3	hAGO3, FLJ12765
HGNC:18424	AGO4	Approved	EIF2C4	hAGO4, KIAA1567, FLJ20033
HGNC:324	AGPAT1	Approved		LPAAT-alpha, LPLAT1
HGNC:325	AGPAT2	Approved	BSCL	LPAAT-beta, LPLAT2
HGNC:326	AGPAT3	Approved		LPAAT-gamma, LPAAT3, LPLAT3
HGNC:20885	AGPAT4	Approved		LPAAT-delta, dJ473J16.2, LPAAT4, LPLAT4
HGNC:20988	AGPAT4-IT1	Approved	C6orf59, NCRNA00241	FLJ23112
HGNC:20886	AGPAT5	Approved		FLJ11210, LPAAT-e, LPAAT-epsilon, LPLAT5
HGNC:37709	AGPAT5P1	Approved		
HGNC:327	AGPS	Approved		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S
HGNC:328	AGR2	Approved		XAG-2, HAG-2, AG2, PDIA17
HGNC:24167	AGR3	Approved		HAG3, hAG-3, BCMP11, PDIA18
HGNC:329	AGRN	Approved	AGRIN	
HGNC:330	AGRP	Approved		Agrt, ART, ASIP2
HGNC:331	AGS	Symbol Withdrawn		
HGNC:332	AGS1	Symbol Withdrawn	AGS1	
HGNC:31917	AGS2	Symbol Withdrawn	AGS2	
HGNC:333	AGT	Approved	SERPINA8	
HGNC:334	AGTBP	Symbol Withdrawn		
HGNC:335	AGTIL	Symbol Withdrawn		
HGNC:17258	AGTPBP1	Approved		KIAA1035, Nna1, CCP1
HGNC:336	AGTR1	Approved	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B, ATR1
HGNC:337	AGTR1B	Symbol Withdrawn		AT2R1B
HGNC:338	AGTR2	Approved		AT2, MRX88
HGNC:13539	AGTRAP	Approved		ATRAP
HGNC:340	AGTRL2	Entry Withdrawn		
HGNC:341	AGXT	Approved	SPAT	AGXT1, PH1, AGT, SPT, AGT1, TLH6, Ser-PyrAT
HGNC:14412	AGXT2	Approved		AGT2
HGNC:342	AHC	Symbol Withdrawn		
HGNC:24618	AHCTF1	Approved		ELYS
HGNC:24620	AHCTF1P1	Approved	AHCTF1P	ELYS-like
HGNC:343	AHCY	Approved		SAHH, AdoHcyase
HGNC:344	AHCYL1	Approved		XPVKONA, IRBIT, PPP1R78
HGNC:22204	AHCYL2	Approved		KIAA0828, long-IRBIT, IRBIT2, ADOHCYASE3
HGNC:44993	AHCYP1	Approved		
HGNC:44994	AHCYP2	Approved		
HGNC:44995	AHCYP3	Approved		
HGNC:44996	AHCYP4	Approved		
HGNC:44997	AHCYP5	Approved		
HGNC:44998	AHCYP6	Approved		
HGNC:44999	AHCYP7	Approved		
HGNC:45000	AHCYP8	Approved		
HGNC:25230	AHDC1	Approved		DJ159A19.3, RP1-159A19.1
HGNC:345	AHDS	Symbol Withdrawn		
HGNC:21575	AHI1	Approved		FLJ20069, ORF1, JBTS3
HGNC:32526	AHI1-DT	Approved	C6orf217, NCRNA00271, LINC00271	
HGNC:347	AHNAK	Approved		MGC5395, AHNAK1
HGNC:20125	AHNAK2	Approved	C14orf78	
HGNC:348	AHR	Approved		bHLHe76
HGNC:346	AHRR	Approved	AHH, AHHR	KIAA1234, bHLHe77
HGNC:1189	AHSA1	Approved	C14orf3	p38, Aha1, hAha1
HGNC:20437	AHSA2P	Approved	AHSA2	DKFZp564C236, Hch1, AHA1
HGNC:349	AHSG	Approved		FETUA, A2HS, HSGA
HGNC:18075	AHSP	Approved	ERAF	EDRF
HGNC:350	AIC	Entry Withdrawn		
HGNC:13203	AICDA	Approved		HIGM2, CDA2, ARP2, AID
HGNC:25761	AIDA	Approved	C1orf80	FLJ12806
HGNC:54663	AIDAP1	Approved		
HGNC:54664	AIDAP2	Approved		
HGNC:54665	AIDAP3	Approved		
HGNC:351	AIED	Symbol Withdrawn		OA2
HGNC:352	AIF1	Approved		IRT-1, AIF-1, Em:AF129756.17, IBA1
HGNC:28904	AIF1L	Approved	C9orf58	IBA2, FLJ12783
HGNC:8768	AIFM1	Approved	PDCD8, NAMSD, AUNX1	AIF, CMTX4, DFNX5
HGNC:44884	AIFM1P1	Approved		
HGNC:21411	AIFM2	Approved	AMID	FLJ14497, PRG3, FSP1
HGNC:26398	AIFM3	Approved		AIFL, FLJ30473
HGNC:21607	AIG1	Approved		dJ95L4.1, AIG-1, FLJ10485
HGNC:43926	AIG1P1	Approved		
HGNC:353	AIH1	Symbol Withdrawn		
HGNC:354	AIH2	Symbol Withdrawn		ADAI
HGNC:355	AIH3	Entry Withdrawn		
HGNC:357	AIM2	Approved		PYHIN4
HGNC:10648	AIMP1	Approved	SCYE1	EMAPII, EMAP-2, p43
HGNC:16543	AIMP1P1	Approved	SCYE1P	bA400P21.1
HGNC:43693	AIMP1P2	Approved		
HGNC:20609	AIMP2	Approved		p38, PRO0992, JTV-1, JTV1
HGNC:358	AIP	Approved		XAP2, ARA9, FKBP16, FKBP37
HGNC:359	AIPL1	Approved	LCA4	
HGNC:360	AIRE	Approved	APECED	PGA1, APS1
HGNC:26039	AIRIM	Approved	C1orf109	FLJ20508
HGNC:34515	AIRN	Approved		AIR, NCRNA00088, IGF2RAS, IGF2R-AS1
HGNC:16304	AIS1	Entry Withdrawn		
HGNC:23054	AIS2	Entry Withdrawn		
HGNC:23083	AIS3	Entry Withdrawn		
HGNC:30801	AJAP1	Approved		SHREW1, SHREW-1, MOT8
HGNC:37284	AJM1	Approved	C9orf172	ajm-1
HGNC:20250	AJUBA	Approved	JUB	MGC15563
HGNC:55449	AJUBA-DT	Approved		
HGNC:361	AK1	Approved		ADK, Adk1
HGNC:362	AK2	Approved		
HGNC:58388	AK2-AS1	Approved		
HGNC:24037	AK2P1	Approved		AK2B
HGNC:33542	AK2P2	Approved		
HGNC:17376	AK3	Approved	AK6, AK3L1	AKL3L1
HGNC:31099	AK3P2	Approved		HsT26053
HGNC:39062	AK3P3	Approved		
HGNC:39063	AK3P4	Approved		
HGNC:39064	AK3P5	Approved		
HGNC:39065	AK3P6	Approved		
HGNC:56418	AK3P7	Approved		
HGNC:363	AK4	Approved	AK3, AK3L1	
HGNC:364	AK4P1	Approved	AK3P1	
HGNC:39066	AK4P2	Approved		
HGNC:21596	AK4P3	Approved	AK3L2	AK3L2P
HGNC:39067	AK4P4	Approved		
HGNC:39068	AK4P5	Approved		
HGNC:39069	AK4P6	Approved		
HGNC:365	AK5	Approved		
HGNC:40069	AK5-AS1	Approved		
HGNC:49151	AK6	Approved		CINAP
HGNC:366	AK6	Symbol Withdrawn		
HGNC:51678	AK6P1	Approved		
HGNC:51679	AK6P2	Approved		
HGNC:20091	AK7	Approved		FLJ32864, FAP75, CFAP75
HGNC:26526	AK8	Approved	C9orf98	FLJ32704
HGNC:33814	AK9	Approved	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954
HGNC:28285	AKAIN1	Approved	C18orf42	
HGNC:58563	AKAIN1-AS1	Approved		
HGNC:367	AKAP1	Approved	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17
HGNC:55339	AKAP1-DT	Approved		
HGNC:372	AKAP2	Approved	PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716, MISP2
HGNC:373	AKAP3	Approved		FSP95, SOB1, AKAP110, CT82
HGNC:374	AKAP4	Approved		p82, hAKAP82, AKAP82, Fsc1, HI, CT99
HGNC:375	AKAP5	Approved		AKAP75, AKAP79
HGNC:376	AKAP6	Approved		KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6
HGNC:377	AKAP7	Approved		AKAP18, AKAP15
HGNC:378	AKAP8	Approved		AKAP95, DKFZp586B1222
HGNC:29857	AKAP8L	Approved		NAKAP95, HAP95
HGNC:49758	AKAP8P1	Approved		
HGNC:379	AKAP9	Approved		KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11
HGNC:368	AKAP10	Approved		D-AKAP2, PRKA10, MGC9414
HGNC:369	AKAP11	Approved		KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44
HGNC:39939	AKAP11-IT1	Entry Withdrawn		
HGNC:370	AKAP12	Approved		AKAP250, SSeCKS
HGNC:371	AKAP13	Approved	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13
HGNC:55975	AKAP13-AS1	Approved		
HGNC:24061	AKAP14	Approved		AKAP28
HGNC:18783	AKAP17A	Approved	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133
HGNC:38514	AKAP17BP	Approved	AKAP16B, AKAP16BP	
HGNC:28191	AKAP19	Approved	C2orf88	MGC13057, smAKAP
HGNC:21618	AKD2	Symbol Withdrawn	C6orf199	dJ70A9.1, MGC26954
HGNC:1170	AKIP1	Approved	C11orf17	BCA3
HGNC:25744	AKIRIN1	Approved	C1orf108	FLJ12666
HGNC:50794	AKIRIN1P1	Approved		
HGNC:50797	AKIRIN1P2	Approved		
HGNC:21407	AKIRIN2	Approved	C6orf166	FLJ10342, dJ486L4.2
HGNC:28822	AKIRIN2-AS1	Entry Withdrawn	NCRNA00120	PRO2266
HGNC:50796	AKIRIN2P1	Approved		
HGNC:24108	AKNA	Approved		KIAA1968
HGNC:28398	AKNAD1	Approved	C1orf62	MGC26989
HGNC:380	AKR1A1	Approved		ALR, DD3
HGNC:381	AKR1B1	Approved	ALDR1	AR
HGNC:420	AKR1B1P1	Approved	ALDRL1	
HGNC:425	AKR1B1P2	Approved	ALDRP	
HGNC:422	AKR1B1P3	Approved	ALDRL3	Coromarker
HGNC:423	AKR1B1P4	Approved	ALDRL4	
HGNC:20002	AKR1B1P5	Approved	AKR1B1P	
HGNC:33498	AKR1B1P6	Approved		
HGNC:33497	AKR1B1P7	Approved		
HGNC:33496	AKR1B1P8	Approved		
HGNC:382	AKR1B10	Approved	AKR1B11	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn
HGNC:45062	AKR1B10P1	Approved		
HGNC:45063	AKR1B10P2	Approved		
HGNC:383	AKR1B11	Symbol Withdrawn		ARL-1, HIS
HGNC:37281	AKR1B15	Approved		
HGNC:384	AKR1C1	Approved	DDH1	DDH, MBAB, DD1, HAKRC
