input_symbol,resolved_symbol,ensembl_gene_id,source,note
ZBTB39,ZBTB39,ENSG00000166860,direct,
ZBTB5,ZBTB5,ENSG00000168795,direct,
ZBTB8A,ZBTB8A,ENSG00000160062,direct,
ZBTB8B,ZBTB8B,ENSG00000273274,direct,
ZC3H6,ZC3H6,ENSG00000188177,direct,
ZC3HAV1,ZC3HAV1,ENSG00000105939,direct,
ZCCHC3,ZCCHC3,ENSG00000247315,direct,
ZCCHC9,ZCCHC9,ENSG00000131732,direct,
ZDHHC3,ZDHHC3,ENSG00000163812,direct,
ZDHHC9,ZDHHC9,ENSG00000188706,direct,
ZFR2,ZFR2,ENSG00000105278,direct,
ZFYVE26,ZFYVE26,ENSG00000072121,direct,
ZNF10,ZNF10,ENSG00000256223,direct,
ZNF155,ZNF155,ENSG00000204920,direct,
ZNF17,ZNF17,ENSG00000186272,direct,
ZNF197,ZNF197,ENSG00000186448;ENSG00000281709,direct,
ZNF200,ZNF200,ENSG00000010539,direct,
ZNF24,ZNF24,ENSG00000172466,direct,
ZNF248,ZNF248,ENSG00000198105,direct,
ZNF257,ZNF257,ENSG00000197134,direct,
ZNF264,ZNF264,ENSG00000083844,direct,
ZNF273,ZNF273,ENSG00000198039,direct,
ZNF275,ZNF275,ENSG00000063587,direct,
ZNF28,ZNF28,ENSG00000198538,direct,
ZNF282,ZNF282,ENSG00000170265,direct,
ZNF318,ZNF318,ENSG00000171467,direct,
ZNF343,ZNF343,ENSG00000088876,direct,
ZNF347,ZNF347,ENSG00000197937,direct,
ZNF362,ZNF362,ENSG00000160094,direct,
ZNF410,ZNF410,ENSG00000119725,direct,
ZNF417,ZNF417,ENSG00000173480,direct,
ZNF443,ZNF443,ENSG00000180855,direct,
ZNF512B,ZNF512B,ENSG00000196700,direct,
ZNF516,ZNF516,ENSG00000101493,direct,
ZNF543,ZNF543,ENSG00000178229,direct,
ZNF547,ZNF547,ENSG00000152433,direct,
ZNF554,ZNF554,ENSG00000172006,direct,
ZNF555,ZNF555,ENSG00000186300,direct,
ZNF557,ZNF557,ENSG00000130544,direct,
ZNF562,ZNF562,ENSG00000171466,direct,
ZNF57,ZNF57,ENSG00000171970,direct,
ZNF578,ZNF578,ENSG00000258405,direct,
ZNF585B,ZNF585B,ENSG00000245680,direct,
ZNF587,ZNF587,ENSG00000198466,direct,
ZNF621,ZNF621,ENSG00000172888,direct,
ZNF623,ZNF623,ENSG00000183309;ENSG00000276340,direct,
ZNF641,ZNF641,ENSG00000167528,direct,
ZNF644,ZNF644,ENSG00000122482,direct,
ZNF652,ZNF652,ENSG00000198740,direct,
ZNF678,ZNF678,ENSG00000181450,direct,
ZNF689,ZNF689,ENSG00000156853,direct,
ZNF695,ZNF695,ENSG00000197472,direct,
ZNF697,ZNF697,ENSG00000143067,direct,
ZNF710,ZNF710,ENSG00000140548,direct,
ZNF737,ZNF737,ENSG00000237440,direct,
ZNF763,ZNF763,ENSG00000197054,direct,
ZNF776,ZNF776,ENSG00000152443,direct,
ZNF783,ZNF783,ENSG00000204946,direct,
ZNF784,ZNF784,ENSG00000179922,direct,
ZNF792,ZNF792,ENSG00000180884,direct,
ZNF793,ZNF793,ENSG00000188227,direct,
ZNF799,ZNF799,ENSG00000196466,direct,
ZNF81,ZNF81,ENSG00000197779,direct,
ZNF814,ZNF814,ENSG00000204514,direct,
ZNF823,ZNF823,ENSG00000197933,direct,
ZNF835,ZNF835,ENSG00000127903,direct,
ZNF850,ZNF850,ENSG00000267041,direct,
ZNF862,ZNF862,ENSG00000106479,direct,
ZNF879,ZNF879,ENSG00000234284,direct,
ZSWIM4,ZSWIM4,ENSG00000132003;ENSG00000288360,direct,
ZSWIM5,ZSWIM5,ENSG00000162415,direct,
ZYG11B,ZYG11B,ENSG00000162378,direct,
C14orf28,,ENSG00000179476,hgnc,
C18orf21,,ENSG00000141428,hgnc,
C19orf54,,ENSG00000188493,hgnc,
C2orf88,,ENSG00000187699,hgnc,
C5orf51,,ENSG00000205765,hgnc,
CCDC113,,ENSG00000103021,hgnc,
EFCAB2,,ENSG00000203666,hgnc,
FAM104A,,ENSG00000133193,hgnc,
FAM189A1,,ENSG00000104059,hgnc,
KIAA0895,,ENSG00000164542,hgnc,
KIAA0895L,,ENSG00000196123,hgnc,
NDUFA4,,ENSG00000189043,hgnc,
SPATA5,,ENSG00000145375,hgnc,
TMEM104,,ENSG00000109066,hgnc,
UHRF1BP1,,ENSG00000065060,hgnc,
